<doc id="edoc_wd_1715-07-06" attrs="word id hi label cert" year="1715" month="07" day="06" corpus="1" cert="1.00">
<docTitle id="docTitle_1">
Nuo	w1	NO	NO	1.00
<g/>
.
12	w3	NO	NO	1.00
<g/>
.
44	w5	NO	NO	1.00
ieneri	w6	NO	NO	1.00
es	w7	NO	NO	1.00
Diarnmn	w8	NO	NO	1.00
<g/>
.
Enthaltendalles	w10	NO	NO	1.00
dasfeniges	w11	NO	NO	1.00
tos	w12	NO	NO	1.00
von	w13	NO	NO	1.00
Tag	w14	NO	NO	1.00
zsu	w15	NO	NO	1.00
Tagssohl	w16	NO	NO	1.00
in	w17	NO	NO	1.00
dieser	w18	NO	NO	1.00
Nesidenz	w19	NO	NO	1.00
<g/>
=
Stadt	w21	NO	NO	1.00
Wien	w22	NO	NO	1.00
Denukrdizes	w23	NO	NO	1.00
und	w24	NO	NO	1.00
Neues	w25	NO	NO	1.00
sich	w26	NO	NO	1.00
zugetragenz	w27	NO	NO	1.00
<g/>
;
Als	w29	NO	NO	1.00
auch	w30	NO	NO	1.00
<g/>
,
was	w32	NO	NO	1.00
dergleichen	w33	NO	NO	1.00
nachrichtlich	w34	NO	NO	1.00
allda	w35	NO	NO	1.00
cingelessen	w36	NO	NO	1.00
<g/>
,
samt	w38	NO	NO	1.00
einem	w39	NO	NO	1.00
ahang	w40	NO	NO	1.00
jedernaliger	w41	NO	NO	1.00
Verzeichuuß	w42	NO	NO	1.00
<g/>
:
rilich	w44	NO	NO	1.00
dtren	w45	NO	NO	1.00
täalnch	w46	NO	NO	1.00
allbier	w47	NO	NO	1.00
ausem=menden	w48	NO	NO	1.00
<g/>
=
<g/>
:
Zweytens	w51	NO	NO	1.00
deren	w52	NO	NO	1.00
inund	w53	NO	NO	1.00
vor	w54	NO	NO	1.00
der	w55	NO	NO	1.00
Stadt	w56	NO	NO	1.00
eetaussten	w57	NO	NO	1.00
Knder	w58	NO	NO	1.00
<g/>
:
Drttens	w60	NO	NO	1.00
deren	w61	NO	NO	1.00
Verehlichten	w62	NO	NO	1.00
<g/>
,
und	w64	NO	NO	1.00
Vierdtens	w65	NO	NO	1.00
deien	w66	NO	NO	1.00
veisterbene	w67	NO	NO	1.00
Peisonen	w68	NO	NO	1.00
<g/>
.
rit	w70	NO	NO	1.00
Jhrer	w71	NO	NO	1.00
Nömisch	w72	NO	NO	1.00
<g/>
=
Kaiserlichen	w74	NO	NO	1.00
Majestätallergnädlgster	w75	NO	NO	1.00
Tecyheit	w76	NO	NO	1.00
n	w77	NO	NO	1.00
sinden	w78	NO	NO	1.00
im	w79	NO	NO	1.00
oten	w80	NO	NO	1.00
gel	w81	NO	NO	1.00
<g/>
.
</docTitle>
<head id="hl1">
Wien	w83	NO	NO	1.00
von	w84	NO	NO	1.00
z3	w85	NO	NO	1.00
<g/>
.
bis	w87	NO	NO	1.00
<g/>
.
July	w89	NO	NO	1.00
|	w90	NO	NO	1.00
