<doc id="wr_1762-03-13" attrs="word id hi label cert" year="1762" month="03" day="13" corpus="2" cert="0.987">
<docTitle id="docTitle_1">
Num.	w1_d647e3137	NO	NO	1.00
21.	w2_d647e3139	NO	NO	1.00
Samstags=anhang	w3_d647e3141	NO	NO	1.00
13.	w4_d647e3143	NO	NO	1.00
Martii	w5_d647e3145	NO	NO	1.00
1762.	w6_d647e3147	NO	NO	1.00
Wienerisches	w1_d647e3068	NO	NO	1.00
DIARIUM.	w3_d647e3071	NO	NO	0.94
</docTitle>
<imprimatur id="imp6_d647e2955">
Gedruckt	w1_d647e3079	NO	NO	1.00
in	w3_d647e3082	NO	NO	1.00
dem	w5_d647e3085	NO	NO	0.93
Kaiserl.	w7_d647e3088	NO	NO	0.93
Kön.	w9_d647e3091	NO	NO	1.00
privilegirten	w11_d647e3094	NO	NO	1.00
Zeitungs=verlag	w13_d647e3098	NO	NO	1.00
und	w15_d647e3101	NO	NO	1.00
Buch	w17_d647e3104	NO	NO	0.96
druckerey	w1_d647e3109	NO	NO	1.00
im	w3_d647e3112	NO	NO	1.00
neuen	w5_d647e3115	NO	NO	1.00
Michaeler=haus	w7_d647e3118	NO	NO	0.99
mit	w9_d647e3121	NO	NO	1.00
von	w11_d647e3124	NO	NO	1.00
Ghelischen	w13_d647e3128	NO	NO	0.98
Schriften.	w15_d647e3131	NO	NO	1.00
</imprimatur>
<head id="h2_d647e3152">
Londen	w1_d647e3156	NO	NO	0.98
22.	w3_d647e3159	NO	NO	0.97
Febr.	w5_d647e3162	NO	NO	1.00
</head>
<p id="p4_d647e3165">
Er	w1_d647e3169	NO	NO	1.00
König	w3_d647e3172	NO	NO	1.00
hat	w5_d647e3175	NO	NO	1.00
den	w7_d647e3178	NO	NO	1.00
bisherigen	w9_d647e3181	NO	NO	1.00
Mini	w11_d647e3184	NO	NO	1.00
ster	w1_d647e3189	NO	NO	1.00
zu	w3_d647e3192	NO	NO	1.00
Petersburg	w5_d647e3195	NO	NO	1.00
Herrn	w7_d647e3198	NO	NO	1.00
Robert	w9_d647e3201	NO	NO	1.00
Keith,	w1_d647e3206	NO	NO	1.00
zu	w3_d647e3209	NO	NO	1.00
seinem	w5_d647e3212	NO	NO	0.92
ausserordentlichen	w7_d647e3215	NO	NO	0.96
und	w1_d647e3221	NO	NO	1.00
gevollmächtigten	w3_d647e3224	NO	NO	0.96
Gesandten	w5_d647e3227	NO	NO	0.99
an	w7_d647e3230	NO	NO	1.00
ersagtem	w9_d647e3233	NO	NO	0.96
Hof	w1_d647e3238	NO	NO	1.00
ernennt.	w3_d647e3241	NO	NO	0.93
Herr	w5_d647e3244	NO	NO	1.00
Eduard	w7_d647e3247	NO	NO	1.00
Hoy	w9_d647e3250	NO	NO	1.00
ist	w11_d647e3253	NO	NO	0.97
mit	w13_d647e3257	NO	NO	1.00
gleichem	w1_d647e3262	NO	NO	0.99
Caracier	w3_d647e3265	NO	NO	1.00
an	w5_d647e3268	NO	NO	1.00
den	w7_d647e3271	NO	NO	1.00
Portugesischen	w9_d647e3274	NO	NO	0.98
Hof	w1_d647e3279	NO	NO	1.00
versehen,	w3_d647e3282	NO	NO	1.00
und	w5_d647e3285	NO	NO	1.00
der	w7_d647e3288	NO	NO	1.00
Herr	w9_d647e3291	NO	NO	1.00
Robert	w11_d647e3294	NO	NO	1.00
Cole	w13_d647e3298	NO	NO	1.00
brocke	w1_d647e3304	NO	NO	0.94
wird	w3_d647e3307	NO	NO	1.00
Königl.	w5_d647e3310	NO	NO	1.00
Minister	w7_d647e3313	NO	NO	1.00
bey	w9_d647e3316	NO	NO	1.00
denen	w11_d647e3319	NO	NO	1.00
Schweitzer=cantons.	w1_d647e3324	NO	NO	1.00
Jn	w3_d647e3327	NO	NO	1.00
dem	w5_d647e3330	NO	NO	1.00
am	w7_d647e3333	NO	NO	1.00
12.	w9_d647e3336	NO	NO	1.00
dieses	w1_d647e3341	NO	NO	1.00
zu	w3_d647e3344	NO	NO	1.00
St.	w5_d647e3347	NO	NO	1.00
James	w7_d647e3350	NO	NO	0.88
gehaltenen	w9_d647e3353	NO	NO	0.98
grossen	w11_d647e3356	NO	NO	0.95
Staats=raht	w1_d647e3361	NO	NO	1.00
soll	w3_d647e3364	NO	NO	1.00
der	w5_d647e3367	NO	NO	1.00
jetzige	w7_d647e3370	NO	NO	0.94
Zustand	w9_d647e3373	NO	NO	1.00
von	w11_d647e3376	NO	NO	1.00
Rußland	w1_d647e3382	NO	NO	1.00
und	w3_d647e3385	NO	NO	1.00
die	w5_d647e3388	NO	NO	1.00
Mittel,	w7_d647e3391	NO	NO	0.99
wodurch	w9_d647e3394	NO	NO	0.97
man	w11_d647e3397	NO	NO	1.00
zu	w13_d647e3401	NO	NO	1.00
einer	w1_d647e3406	NO	NO	1.00
vortheilhaften	w3_d647e3409	NO	NO	1.00
Unterhandlung	w5_d647e3412	NO	NO	1.00
mit	w7_d647e3415	NO	NO	0.99
die	w9_d647e3418	NO	NO	0.92
sem	w1_d647e3423	NO	NO	0.99
Hof	w3_d647e3426	NO	NO	1.00
gelangen	w5_d647e3429	NO	NO	1.00
könne,	w7_d647e3432	NO	NO	1.00
der	w9_d647e3435	NO	NO	1.00
Hauptge	w11_d647e3438	NO	NO	1.00
genstand	w1_d647e3443	NO	NO	0.94
der	w3_d647e3446	NO	NO	0.88
Betahtschlagung	w5_d647e3449	NO	NO	0.97
gewesen	w7_d647e3452	NO	NO	1.00
seyn.	w9_d647e3455	NO	NO	1.00
Es	w1_d647e3461	NO	NO	1.00
ist	w3_d647e3464	NO	NO	1.00
ganz	w5_d647e3467	NO	NO	1.00
natürlich,	w7_d647e3470	NO	NO	0.97
daß	w9_d647e3473	NO	NO	1.00
man	w11_d647e3476	NO	NO	1.00
hoffen	w13_d647e3480	NO	NO	1.00
kan,	w15_d647e3483	NO	NO	1.00
aus	w1_d647e3488	NO	NO	1.00
denen	w3_d647e3491	NO	NO	1.00
vorgefallenen	w5_d647e3494	NO	NO	0.99
Veränderungen	w7_d647e3497	NO	NO	0.98
in	w9_d647e3500	NO	NO	1.00
gedachtem	w1_d647e3505	NO	NO	0.88
Reich	w3_d647e3508	NO	NO	0.91
Nutzen	w5_d647e3511	NO	NO	1.00
zu	w7_d647e3514	NO	NO	1.00
ziehen:	w9_d647e3517	NO	NO	0.99
diese	w11_d647e3520	NO	NO	1.00
Hofnung	w1_d647e3525	NO	NO	1.00
ist	w3_d647e3528	NO	NO	0.86
aber	w5_d647e3531	NO	NO	1.00
noch	w7_d647e3534	NO	NO	1.00
keine	w9_d647e3537	NO	NO	1.00
Gewißheit.	w11_d647e3540	NO	NO	1.00
Der	w13_d647e3544	NO	NO	1.00
</p>
<p id="p6_d647e3547">
Admiral	w1_d647e3551	NO	NO	1.00
Pocock	w3_d647e3554	NO	NO	1.00
ist	w5_d647e3557	NO	NO	1.00
mit	w7_d647e3560	NO	NO	1.00
einem	w9_d647e3563	NO	NO	1.00
zahlreichen	w11_d647e3566	NO	NO	1.00
Gefolge	w1_d647e3571	NO	NO	1.00
zu	w3_d647e3574	NO	NO	1.00
Ubernehmung	w5_d647e3577	NO	NO	1.00
des	w7_d647e3580	NO	NO	1.00
Commando	w9_d647e3583	NO	NO	0.94
über	w1_d647e3588	NO	NO	1.00
die	w3_d647e3591	NO	NO	1.00
zu	w5_d647e3594	NO	NO	1.00
der	w7_d647e3597	NO	NO	1.00
ersten	w9_d647e3600	NO	NO	1.00
Unternehmung	w11_d647e3603	NO	NO	1.00
bestimmte	w13_d647e3607	NO	NO	0.99
Flotte	w1_d647e3613	NO	NO	1.00
nach	w3_d647e3616	NO	NO	0.90
Portsmouth	w5_d647e3619	NO	NO	0.99
abgereiset,	w7_d647e3622	NO	NO	1.00
My	w9_d647e3625	NO	NO	1.00
lord	w1_d647e3630	NO	NO	1.00
Albemarle	w3_d647e3633	NO	NO	1.00
aber,	w5_d647e3636	NO	NO	1.00
der	w7_d647e3639	NO	NO	1.00
die	w9_d647e3642	NO	NO	1.00
durch	w11_d647e3645	NO	NO	1.00
das	w13_d647e3649	NO	NO	1.00
ge	w15_d647e3652	NO	NO	1.00
meine	w1_d647e3657	NO	NO	1.00
Gerüchte	w3_d647e3660	NO	NO	1.00
nach	w5_d647e3663	NO	NO	0.99
Portugall	w7_d647e3666	NO	NO	1.00
bestimmte	w9_d647e3669	NO	NO	1.00
Trupen	w1_d647e3674	NO	NO	1.00
anführen	w3_d647e3677	NO	NO	1.00
sollen,	w5_d647e3680	NO	NO	1.00
ist	w7_d647e3683	NO	NO	1.00
noch	w9_d647e3686	NO	NO	0.96
hier.	w11_d647e3689	NO	NO	1.00
Un	w13_d647e3693	NO	NO	1.00
sere	w1_d647e3699	NO	NO	0.97
geschickteste	w3_d647e3702	NO	NO	0.98
Cameralisten	w5_d647e3705	NO	NO	1.00
beschäftigen	w7_d647e3708	NO	NO	0.90
sich	w1_d647e3713	NO	NO	1.00
gegenwärtig	w3_d647e3716	NO	NO	1.00
mit	w5_d647e3719	NO	NO	1.00
Projecten,	w7_d647e3722	NO	NO	1.00
um	w9_d647e3725	NO	NO	1.00
die	w11_d647e3728	NO	NO	0.89
für	w13_d647e3732	NO	NO	1.00
künftige	w1_d647e3737	NO	NO	0.97
Zeiten	w3_d647e3740	NO	NO	0.92
