<doc id="wr_1756-01-03" attrs="word id hi label cert" year="1756" month="01" day="03" corpus="2" cert="0.987">
<docTitle id="docTitle_1">
Num.	w1_d1e2686	NO	NO	1.00
1.	w2_d1e2688	NO	NO	1.00
Samstags=anhang	w3_d1e2690	NO	NO	1.00
3.	w4_d1e2692	NO	NO	1.00
Januarii.	w5_d1e2694	NO	NO	1.00
1756.	w6_d1e2696	NO	NO	1.00
Wienerisches	w1_d1e2606	NO	NO	1.00
DIARIUM	w2_d1e2606	NO	NO	1.00
</docTitle>
<imprimatur id="imp6_d1e2557">
Gedruckt	w1_d1e2634	NO	NO	1.00
in	w3_d1e2637	NO	NO	1.00
der	w5_d1e2640	NO	NO	1.00
Kaiserl.	w7_d1e2643	NO	NO	1.00
Königl.	w9_d1e2646	NO	NO	1.00
privilegirten	w11_d1e2649	NO	NO	1.00
Zeitungsbuch	w13_d1e2653	NO	NO	1.00
druckerey	w1_d1e2658	NO	NO	1.00
im	w3_d1e2661	NO	NO	1.00
neuen	w5_d1e2664	NO	NO	1.00
Michaeler=haus	w7_d1e2667	NO	NO	0.99
mit	w9_d1e2670	NO	NO	1.00
von	w11_d1e2673	NO	NO	1.00
Ghelischen	w13_d1e2677	NO	NO	1.00
Schriften.	w15_d1e2680	NO	NO	0.99
</imprimatur>
<head id="h2_d1e2701">
Aus	w1_d1e2705	NO	NO	1.00
Spanien.	w3_d1e2708	NO	NO	0.98
Cadix	w1_d1e2713	NO	NO	0.98
19.	w3_d1e2716	NO	NO	1.00
Nov.	w5_d1e2719	NO	NO	1.00
1755.	w7_d1e2722	NO	NO	0.97
</head>
<p id="p4_d1e2725">
DEn	w1_d1e2729	NO	NO	0.90
ersten	w3_d1e2732	NO	NO	1.00
dieses	w5_d1e2735	NO	NO	1.00
hatten	w7_d1e2738	NO	NO	1.00
wir	w9_d1e2741	NO	NO	1.00
hier	w11_d1e2744	NO	NO	1.00
ein	w13_d1e2748	NO	NO	1.00
Erd=heben,	w1_d1e2753	NO	NO	0.93
welches	w3_d1e2756	NO	NO	1.00
demjenigen,	w5_d1e2759	NO	NO	0.99
wo	w7_d1e2762	NO	NO	1.00
rinnen	w1_d1e2767	NO	NO	1.00
Lima	w3_d1e2770	NO	NO	1.00
und	w5_d1e2773	NO	NO	1.00
Callao	w7_d1e2776	NO	NO	1.00
in	w9_d1e2779	NO	NO	1.00
Pern	w11_d1e2782	NO	NO	0.95
zu	w13_d1e2786	NO	NO	1.00
Ende	w1_d1e2792	NO	NO	1.00
des	w3_d1e2795	NO	NO	1.00
Octobers	w5_d1e2798	NO	NO	1.00
1746.	w7_d1e2801	NO	NO	1.00
so	w9_d1e2804	NO	NO	1.00
vieles	w11_d1e2807	NO	NO	1.00
gelitten	w13_d1e2811	NO	NO	1.00
hat,	w1_d1e2816	NO	NO	0.93
