"Löschen","G","GG","GGG","GGGS","A","AA","AAA","AAAS","Stichwort_A","Ausgabe","Nummer","Seite","ID","Coder"
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-04-05 00:00:00.000,27,5,3005216,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-04-12 00:00:00.000,29,4,3005417,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-04-26 00:00:00.000,33,13,3005811,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-04-29 00:00:00.000,34,9,3005916,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-05-20 00:00:00.000,40,14,3006546,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-05-31 00:00:00.000,43,11,3007046,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-05-31 00:00:00.000,43,14,3007058,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-06-10 00:00:00.000,46,16,3007380,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-06-14 00:00:00.000,47,15,3007482,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-06-24 00:00:00.000,50,9,3007829,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-07-01 00:00:00.000,52,15,3008072,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-07-15 00:00:00.000,56,16,2001017,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-07-29 00:00:00.000,60,3,2001296,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-07-29 00:00:00.000,60,11,2001341,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-08-05 00:00:00.000,62,2,2001450,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1758-08-09 00:00:00.000,63,4,2001574,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1759-05-26 00:00:00.000,42,1,2005015,jb
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1759-06-20 00:00:00.000,49,9,2006052,jb
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1759-09-29 00:00:00.000,78,2,3008424,tc
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1760-04-30 00:00:00.000,35,5,2507879,EK
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1761-01-10 00:00:00.000,3,4,3008159,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1761-01-17 00:00:00.000,5,5,3008245,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1761-03-21 00:00:00.000,23,9,3009559,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1761-04-25 00:00:00.000,33,4,3010288,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1761-05-16 00:00:00.000,39,4,3010706,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen,1761-05-20 00:00:00.000,40,4,3011399,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen beim Verlassen der böhmischen Stadt Dux,1762-08-21 00:00:00.000,67,4,4001494,mf
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen im Schloß Lauenstein,1758-03-25 00:00:00.000,24,12,3004926,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen im Schloß Nischwitz,1758-02-15 00:00:00.000,13,2,3003656,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Bautzen,1758-11-22 00:00:00.000,93,5,2003960,Ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in der Oberlausitz,1762-11-17 00:00:00.000,92,4,5000999,mf
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Franken,1758-06-24 00:00:00.000,50,3,3007785,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Hubertusburg,1761-03-14 00:00:00.000,21,9,3009458,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Hubertusburg,1761-03-21 00:00:00.000,23,4,3009548,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Königgrätz,1758-07-26 00:00:00.000,59,12,2001250,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Mähren,1758-05-24 00:00:00.000,41,14,3006645,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Mähren und Böhmen,1758-07-12 00:00:00.000,55,14,2000919,ek
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Merseburgischem Gebiet,1762-04-07 00:00:00.000,28,4,4000583,mf
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Oberpfalz,1757-05-28 00:00:00.000,43,4,1003011,mf
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Polen,1759-03-24 00:00:00.000,24,5,5001511,mf
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Sachsen,1758-03-04 00:00:00.000,18,4,3004213,hjh
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Sachsen,1759-10-13 00:00:00.000,82,5,3009160,tc
false,1,5,9,,2,0,9,,Pr. Exzesse und Plünderungen in Sachsen,1762-11-10 00:00:00.000,90,5,5000957,mf
false,1,5,9,,2,0,9,,"Pr. hängen Glatzer ""Stadtcapellan""",1760-10-11 00:00:00.000,82,2,2007510,HJH
false,1,5,9,,2,0,9,,Pr. in Mecklenburg,1761-05-09 00:00:00.000,37,3,3010573,hjh
false,1,5,9,,2,0,9,,Pr. in Mecklenburg,1761-05-09 00:00:00.000,37,13,3010607,hjh
false,1,5,9,,2,0,9,,Pr. in Mecklenburg,1761-05-13 00:00:00.000,38,9,3010664,hjh
false,1,5,9,,2,0,9,,Pr. in Sachsen,1761-01-28 00:00:00.000,8,4,3008511,hjh
false,1,5,9,,2,0,9,,Pr. Kanonen entfachen Brände in Dresdner Vorstädten,1758-12-06 00:00:00.000,97,9,2004228,EK
false,1,5,9,,2,0,9,,Pr. Mißhandlung Russ. Eskorte,1760-12-20 00:00:00.000,102,5,2007989,HJH
false,1,5,9,,2,0,9,,Pr. Perlustration der sächs. Hofbriefwechsel,1757-01-26 00:00:00.000,8,4,1001471,mf
false,1,5,9,,2,0,9,,Pr. Raubmünzenpregung in Sachsen,1757-03-23 00:00:00.000,24,3,1002123,mf
false,1,5,9,,2,0,9,,Pr. Requisitionen der sächs. Münzeeinkommen,1757-03-05 00:00:00.000,19,10,1001947,mf
false,1,5,9,,2,0,9,,Pr. Requisitionen der sächs. Münzeeinkommen,1757-03-19 00:00:00.000,23,4,1002080,mf
false,1,5,9,,2,0,9,,Pr. Requisitionen der sächs. Münzeeinkommen und Silber,1757-02-12 00:00:00.000,13,4,1001663,mf
false,1,5,9,,2,0,9,,"Pr. Requisitionen der sächsischen Berg-, Münze- und Porzellaneinkommen",1757-01-08 00:00:00.000,3,9,1001221,MF
false,1,5,9,,2,0,9,,"Pr. Requisitionen der sächsischen Berg-, Münze- und Porzellaneinkommen",1757-02-16 00:00:00.000,14,4,1001728,mf
false,1,5,9,,2,0,9,,Pr. Requisitionen der sächsischen Einkommen,1757-02-26 00:00:00.000,17,4,1001837,mf
false,1,5,9,,2,0,9,,Pr. Requisitionen des sächs. Porzelanmagazins,1757-01-05 00:00:00.000,2,11,1001175,MF
false,1,5,9,,2,0,9,,Pr. Verletzung d. Kriegsregeln,1758-05-31 00:00:00.000,43,12,3007052,hjh
false,1,5,9,,2,0,9,,Pr. Verordnung: Sachsen haften für pr. Deserteure,1758-05-13 00:00:00.000,38,4,3006233,hjh
false,1,5,9,,2,0,9,,Pr. zünden Dörfer an,1760-10-04 00:00:00.000,80,11,2007387,HJH
false,1,5,9,,2,0,9,,Pr. zwangdsrekrutierte Deserteure,1758-04-05 00:00:00.000,27,9,3005238,hjh
false,1,5,9,,2,0,9,,"Pr.plündern blaue, weiße und rote Tücher in Sachsen",1760-03-08 00:00:00.000,20,2,4002386,an
false,1,5,9,,2,0,9,,Rebellion und Desertion pr. Soldaten,1759-08-22 00:00:00.000,67,2,2007206,jb
false,1,5,9,,2,0,9,,"Russ. und pr. ""Unmenschlichkeiten""",1758-09-20 00:00:00.000,75,6,2002534,EK
false,1,5,9,,2,0,9,,Sächs. Bevölkerung tötet pr. Plünderer,1760-06-14 00:00:00.000,48,4,2008407,ek
false,1,5,9,,2,0,9,,Sachs. Deserteure aus pr. Armee,1757-05-28 00:00:00.000,43,6,1003030,mf
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee,1756-12-15 00:00:00.000,100,11,3003327,tc
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee,1756-12-22 00:00:00.000,102,2,3006668,tc
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee,1757-01-08 00:00:00.000,3,12,1001229,MF
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee,1757-01-15 00:00:00.000,5,3,1001293,mf
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee,1757-02-26 00:00:00.000,17,4,1001836,mf
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee,1757-03-02 00:00:00.000,18,9,1001895,mf
false,1,5,9,,2,0,9,,Sächs. Deserteure aus pr. Armee nach Polen,1757-04-23 00:00:00.000,33,5,1002552,mf
false,1,5,9,,2,0,9,,Sächsische Klagen über pr. Unterdrücken (Prägung der geringhaltigen Münzen),1757-08-13 00:00:00.000,65,2,1003884,mf
false,1,5,9,,2,0,9,,Schaden durch den pr. Einmarsch in Sachsen,1757-03-05 00:00:00.000,19,3,1001912,mf
false,1,5,9,,2,0,9,,Schießerei innerhalb der pr. Armee mit tötlichem Ausgang,1759-10-06 00:00:00.000,80,3,3009065,tc
false,1,5,9,,2,0,9,,Spionage: Arrest der österr. Spione durch Preußen,1757-03-02 00:00:00.000,18,9,1001896,mf
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spione durch Frz.,1758-02-15 00:00:00.000,13,3,3003673,hjh
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spione im Rheingebiet,1757-04-27 00:00:00.000,34,9,1002607,mf
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spione in Polen,1757-01-19 00:00:00.000,6,7,1001365,mf
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spione in Polen,1757-10-12 00:00:00.000,82,5,1004533,mf
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spione in rus. Armee,1757-02-23 00:00:00.000,16,4,1001799,mf
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spione in Sachsen,1760-04-09 00:00:00.000,29,5,4002587,an
false,1,5,9,,2,0,9,,Spionage: Arrest der pr. Spionen in Ö.Niederland,1757-05-18 00:00:00.000,40,4,1002885,mf
false,1,5,9,,2,0,9,,Spionage: Hinrichtung des pr. Spions in Mähren,1758-06-10 00:00:00.000,46,14,3007371,hjh
false,1,5,9,,2,0,9,,Unruhen in pr. Leipziger Garnison,1759-07-11 00:00:00.000,55,5,2006363,jb
false,1,5,9,,2,0,9,,Verwüstung in Böhmen durch pr. Armee,1757-08-10 00:00:00.000,64,5,1003867,mf
false,1,5,9,,2,0,9,,Verwüstung in Dresden nach der Befreiung dieser Stadt von Preußen,1760-08-16 00:00:00.000,66,9,5000520,mf
false,1,5,9,,2,0,9,,Verwüstung Sachsen durch d. Preußen,1760-05-10 00:00:00.000,38,5,2507932,EK
false,1,5,9,Br,2,0,9,,Ermordung vermeintlicher russ. Plünderer durch pr. Bauern,1759-08-29 00:00:00.000,69,6,2007476,jb
false,1,5,9,Br,2,0,9,,Garantie des russ. Oberkommandos gegen Plünderern,1759-08-29 00:00:00.000,69,6,2007477,jb
false,1,5,9,Br,2,0,9,,Plünderungen und Ermordungen der Österr.Armee in Berlin (Berliner Zeitung),1757-11-02 00:00:00.000,88,7,1004819,mf
false,1,5,9,Br,2,0,9,,"Russ. und pr. ""Unmenschlichkeiten""",1758-09-20 00:00:00.000,75,6,2002534,EK
false,1,5,9,Br,2,0,9,,Spionage: Verhör in Berlin eines der Spionage Verdächtigten,1756-07-10 00:00:00.000,55,3,2000363,ek
false,1,5,9,Man,2,0,9,,Pr. Deserteure in Gt. Mansfeld eingebracht,1761-11-11 00:00:00.000,90,9,2006145,EK
false,1,5,9,Sa,2,0,9,,Pr. Requisitionen der sächsischen Einkommen,1757-03-02 00:00:00.000,18,3,1001876,mf
false,1,5,9,Sl,2,0,9,,Pr. Beschlagnahme sächs. Wägen mit kgl. poln. Gütern,1759-11-17 00:00:00.000,92,3,3010854,tc
false,1,5,9,Sl,2,0,9,,Pr. Deserteure,1758-11-01 00:00:00.000,87,11,2003543,EK
false,1,5,9,Sl,2,0,9,,Pr. Exzesse und Plünderungen,1759-06-20 00:00:00.000,49,9,2006052,jb
false,1,5,9,Sl,2,0,9,,Russ. Plünderungen in Schlesien,1759-07-14 00:00:00.000,56,5,4001890,jb
false,1,5,9,Sl,2,0,9,,Russische Brandschatzungen in Schlesien,1758-08-05 00:00:00.000,62,2,2001449,ek
false,1,5,9,SL,2,0,9,,Spionage: Österr. betrachten pr. Beamten in Schlesien als pr. Spione,1760-10-11 00:00:00.000,82,2,2007508,HJH
false,1,5,9,SL,2,0,9,,Spionage: Österr. betrachten pr. Beamten in Schlesien als pr. Spione,1761-04-01 00:00:00.000,26,9,3009724,hjh
false,1,6,1,,2,0,9,,Pr. Beschlagnahme sächs. Wägen mit kgl. poln. Gütern,1759-11-17 00:00:00.000,92,3,3010854,tc
false,1,6,1,,2,0,9,,Pr. Deserteure,1759-07-21 00:00:00.000,58,9,4001946,jb
false,1,6,1,,2,0,9,,Pr. Exzesse und Plünderungen,1759-06-20 00:00:00.000,49,9,2006052,jb
false,1,6,1,,2,0,9,,Pr. Exzesse und Plünderungen in Polen,1759-03-24 00:00:00.000,24,5,5001511,mf
false,1,6,1,,2,0,9,,Sächs. Deserteure aus pr. Armee nach Polen,1757-04-23 00:00:00.000,33,5,1002552,mf
false,1,6,1,,2,0,9,,Spionage: Arrest der pr. Spione in Polen,1757-01-19 00:00:00.000,6,7,1001365,mf
false,1,6,1,,2,0,9,,Spionage: Arrest der pr. Spione in Polen,1757-10-12 00:00:00.000,82,5,1004533,mf
false,1,6,1,,2,0,9,,Spionage: Freilassung eines der pr. Spionage Verdächtigten,1757-03-30 00:00:00.000,26,3,1002203,mf
false,1,6,3,,2,0,9,,"""Exzeße"" der Kosacken in Ostpreußen",1757-11-05 00:00:00.000,89,3,1004785,mf
false,1,6,8,,2,0,9,,"""Exzeße"" der Kosacken in Ostpreußen",1757-11-05 00:00:00.000,89,3,1004785,mf
false,1,6,8,,2,0,9,,Ermordung vermeintlicher russ. Plünderer durch pr. Bauern,1759-08-29 00:00:00.000,69,6,2007476,jb
false,1,6,8,,2,0,9,,Garantie des russ. Oberkommandos gegen Plünderern,1759-08-29 00:00:00.000,69,6,2007477,jb
false,1,6,8,,2,0,9,,Pr. Deserteure,1758-08-05 00:00:00.000,62,12,2001531,ek
false,1,6,8,,2,0,9,,Pr. Exzesse und Plünderungen,1759-06-20 00:00:00.000,49,9,2006052,jb
false,1,6,8,,2,0,9,,Pr. Exzesse und Plünderungen in Polen,1759-03-24 00:00:00.000,24,5,5001511,mf
false,1,6,8,,2,0,9,,Russ. Plünderung,1761-01-21 00:00:00.000,6,9,3008314,hjh
false,1,6,8,,2,0,9,,Russ. Plünderung (Beute) in Pommern,1758-04-15 00:00:00.000,30,5,3005515,hjh
false,1,6,8,,2,0,9,,Russ. Plünderungen in Schlesien,1759-07-14 00:00:00.000,56,5,4001890,jb
false,1,6,8,,2,0,9,,"Russ. und pr. ""Unmenschlichkeiten""",1758-09-20 00:00:00.000,75,6,2002534,EK
false,1,6,8,,2,0,9,,Russen verbrennen pr. Dörfer,1758-02-01 00:00:00.000,9,5,3002628,hjh
false,1,6,8,,2,0,9,,Russische Brandschatzungen in Schlesien,1758-08-05 00:00:00.000,62,2,2001449,ek
false,1,6,8,,2,0,9,,Spionage: Arrest der pr. Spione in rus. Armee,1757-02-23 00:00:00.000,16,4,1001799,mf
false,1,6,8,,2,0,9,,Spionage: Arrest der pr. Spione in rus. Armee,1757-03-02 00:00:00.000,18,1,1001867,mf
false,1,6,8,,2,0,9,,Untersuchung gegen General Apraxin,1758-01-18 00:00:00.000,5,5,3002303,hjh
false,1,7,5,,2,0,9,,Disziplinarverfahren gegen Admiral Byng,1756-12-08 00:00:00.000,98,9,3003188,tc
false,2,0,1,,2,0,9,,Anklage gegen engl. Offiziere wegen Pflichtverletzung,1759-07-04 00:00:00.000,53,9,2006290,jb
false,2,0,3,,2,0,9,,Prozeß des ehem. frz. Kommandanten von Pondichery,1762-12-18 00:00:00.000,101,2,5001187,mf
false,2,2,0,,2,0,9,,Perser plündern in Georgien,1758-01-28 00:00:00.000,8,2,3002504,hjh
false,2,2,0,,2,0,9,,Plünderungen und Töten der pers. Zivilbevölkerung durch Afghaner,1759-10-20 00:00:00.000,84,9,3009259,tc
false,2,2,0,,2,0,9,,Tötung von Afghanen und Usbeken durch pers. Armee,1759-10-20 00:00:00.000,84,9,3009258,tc
false,2,2,1,,2,0,9,,Perser plündern in Georgien,1758-01-28 00:00:00.000,8,2,3002504,hjh
false,3,1,0,,2,0,9,,Cherokees bringen Engl. frz. Skalps,1758-05-06 00:00:00.000,36,4,3006059,hjh
false,3,1,0,,2,0,9,,Indianische Skalpierungen,1758-06-03 00:00:00.000,44,4,3007122,hjh
false,3,1,1,,2,0,9,,,1756-01-10 00:00:00.000,3,1,1000113,MF
false,3,1,1,,2,0,9,,Desertion aus engl. Landmiliz,1756-07-28 00:00:00.000,60,1,2000544,ek
false,3,1,1,,2,0,9,,Die von  Franzosen erhitzte Indianer töten engl. Frauen und Kindern,1756-03-17 00:00:00.000,22,9,1000960,MF
false,3,1,1,,2,0,9,,Engl. verwüsten Indianerdörfer,1760-09-20 00:00:00.000,76,1,2006956,hjh
false,3,1,1,,2,0,9,,Frz. Deserteure,1756-04-10 00:00:00.000,29,2,3000182,hjh
false,3,1,1,,2,0,9,,Indianische Skalpierungen,1758-07-19 00:00:00.000,57,9,2001077,ek
false,3,1,1,,2,0,9,,Indianische Übergriffe und Plünderungen in Nordamerika,1756-02-11 00:00:00.000,12,1,1000547,MF
false,3,1,1,,2,0,9,,Indianische Übergriffe und Plünderungen in Nordamerika,1756-08-04 00:00:00.000,62,2,2000610,ek
false,3,1,1,,2,0,9,,Indianische Übergriffe und Plünderungen in Nordamerika,1756-08-14 00:00:00.000,65,2,2000707,ek
false,3,1,1,,2,0,9,,Indianische Übergriffe und Plünderungen in Nordamerika,1760-04-19 00:00:00.000,32,9,4002671,an
false,3,1,1,,2,0,9,,Meutereiversuch unter Rekruten,1757-04-30 00:00:00.000,35,1,1002622,mf
false,3,1,1,,2,0,9,,Plünderungen der Franzosen in Amerika,1758-07-19 00:00:00.000,57,9,2001079,ek
false,3,1,1,,2,0,9,,Überfälle und Greueltaten der Indianer,1756-08-04 00:00:00.000,62,9,2000633,ek
false,3,1,1,,2,0,9,,Vernichtung der indian. Siedlungen durch Engl.,1756-01-21 00:00:00.000,6,2,1000287,MF
false,3,1,3,,2,0,9,,Die von  Franzosen erhitzte Indianer töten engl. Frauen und Kindern,1756-03-17 00:00:00.000,22,9,1000960,MF
false,3,1,3,,2,0,9,,Frz. und Indianer verwüsten dt. Kolonie,1758-02-25 00:00:00.000,16,3,3004041,hjh
false,3,1,3,,2,0,9,,Plünderungen der Franzosen in Amerika,1758-07-19 00:00:00.000,57,9,2001079,ek
false,3,3,1,,2,0,9,,Spionage: Hinrichtung eines Spions durch Engl.,1759-06-20 00:00:00.000,49,5,2006032,jb
false,3,3,3,,2,0,9,,"Bestrafung der frz. Befehlshaber, die die Inseln Guadelupe und Martinique verloren haben",1762-10-16 00:00:00.000,83,3,5000676,mf
false,4,1,2,,2,0,9,,,1756-12-04 00:00:00.000,97,2,3003074,TC
false,4,1,2,,2,0,9,,Köpfe feindl. Offiziere nach Tunis geschickt,1756-04-28 00:00:00.000,34,1,3000458,hjh
false,4,1,2,,2,0,9,,Köpfe von Gefallenen als Trophäen,1756-04-10 00:00:00.000,29,2,3000179,hjh
false,4,1,2,,2,0,9,,Plünderung und Zerstörung des Festung Gimel,1759-10-17 00:00:00.000,83,1,3009172,tc
false,4,1,2,,2,0,9,,Plünderungen durch Algerier in Tunis,1756-12-18 00:00:00.000,101,1,3006402,tc
false,4,1,4,,2,0,9,,,1756-12-04 00:00:00.000,97,2,3003074,TC
false,4,1,4,,2,0,9,,Plünderung durch alger. Piraten auf span. Küsten,1756-07-31 00:00:00.000,61,1,2000575,ek
false,4,1,4,,2,0,9,,Plünderungen durch Algerier in Tunis,1756-12-18 00:00:00.000,101,1,3006402,tc
