"Lfd_Nr_G","ID_G","G","GG","GGG","GGG_kompakt","GGGS","Stichwort_G","Löschen","Militär"
1,1000001,1,1,2,112,,,false,false
2,1000001,1,1,1,111,,,false,false
3,1000001,3,2,2,322,,,false,false
4,1000002,1,1,2,112,,,false,false
5,1000002,1,2,2,122,,,false,false
6,1000003,1,1,2,112,,,false,false
7,1000003,1,1,1,111,,,false,false
8,1000004,1,1,2,112,,,false,false
9,1000006,1,1,1,111,,,false,false
10,1000007,1,1,3,113,,,false,true
11,1000007,1,2,1,121,,,false,false
13,1000008,1,1,3,113,,,false,false
14,1000008,1,3,9,139,,,false,false
15,1000009,1,1,3,113,,,false,false
16,1000009,1,4,6,146,,,false,false
17,1000010,1,3,4,134,K,,false,false
18,1000011,1,3,5,135,,,false,false
19,1000012,1,6,8,168,,,false,false
20,1000012,1,2,1,121,,,false,false
21,1000014,1,2,1,121,,,false,false
22,1000014,0,0,0,0,,,false,false
23,1000015,1,2,1,121,,,false,false
24,1000015,1,5,3,153,HK,,false,false
25,1000016,1,1,5,115,,,false,false
26,1000017,1,1,3,113,,,false,false
27,1000019,1,1,3,113,,,false,false
28,1000020,3,1,3,313,,,false,false
29,1000021,1,1,3,113,,,false,false
30,1000005,1,1,1,111,,,false,false
31,1000018,1,1,3,113,,,false,false
32,1000018,1,1,6,116,,,false,false
33,1000023,1,1,3,113,,,false,false
34,1000024,1,1,3,113,,,false,false
35,1000024,1,3,2,132,,,false,false
36,1000025,1,1,3,113,,,false,false
37,1000026,1,1,3,113,,,false,false
38,1000027,1,1,3,113,,,false,false
39,1000028,1,2,2,122,,,false,false
40,1000029,1,2,2,122,,,false,false
41,1000030,1,2,2,122,,,false,false
42,1000032,1,5,8,158,BwL,,false,false
43,1000034,1,5,8,158,BWL,,false,false
44,1000035,1,1,6,116,,,false,false
45,1000036,1,1,6,116,,,false,false
46,1000036,1,5,1,151,,,false,false
47,1000037,1,5,8,158,BWL,,false,true
48,1000038,1,5,8,158,BWL,,false,true
49,1000039,1,5,2,152,Ns,,false,false
50,1000039,1,1,5,115,,,false,false
51,1000039,1,5,2,152,Lp,,false,false
52,1000040,1,5,1,151,,,false,false
53,1000041,1,5,1,151,,,false,false
54,1000043,1,5,1,151,,,false,false
55,1000044,1,6,4,164,,,false,false
56,1000045,1,5,1,151,,,false,false
57,1000046,1,5,1,151,,,false,false
58,1000047,1,2,2,122,,,false,false
59,1000047,1,2,3,123,N,,false,false
60,1000048,1,2,2,122,,,false,false
61,1000049,1,5,1,151,,,false,false
62,1000050,1,5,1,151,,,false,false
63,1000051,1,5,1,151,,,false,false
64,1000052,1,5,1,151,,,false,false
65,1000053,1,3,5,135,,,false,false
66,1000055,1,3,4,134,,,false,false
67,1000055,1,1,5,115,,,false,false
68,1000056,1,1,3,113,,,false,false
69,1000056,1,1,5,115,,,false,false
70,1000057,1,1,5,115,,,false,false
71,1000058,1,3,9,139,,,false,false
72,1000058,1,1,5,115,,,false,false
73,1000059,1,3,5,135,,,false,false
74,1000059,1,3,1,131,,,false,false
75,1000060,1,3,8,138,,,false,false
76,1000061,1,3,8,138,,,false,false
77,1000061,2,1,4,214,,,false,false
78,1000062,1,3,4,134,,,false,false
79,1000062,1,3,8,138,,,false,false
80,1000063,1,3,4,134,,,false,false
81,1000063,1,3,1,131,,,false,false
82,1000064,1,3,1,131,,,false,false
83,1000065,1,3,4,134,,,false,false
84,1000065,1,3,1,131,,,false,false
85,1000066,1,2,1,121,,,false,false
86,1000066,1,1,3,113,,,false,false
88,1000067,1,1,3,113,,,false,false
89,1000067,2,1,4,214,,,false,false
90,1000068,1,3,1,131,,,false,false
91,1000070,1,3,1,131,,,false,false
92,1000070,1,3,9,139,,,false,false
93,1000071,1,3,1,131,,,false,false
94,1000071,1,3,4,134,,,false,false
95,1000072,1,2,1,121,,,false,true
96,1000073,1,2,1,121,,,false,true
97,1000074,1,1,3,113,,,false,true
99,1000075,1,1,3,113,,,false,false
100,1000076,1,1,3,113,,,false,false
101,1000077,1,1,3,113,,,false,true
102,1000078,1,1,4,114,,,false,false
103,1000079,1,1,3,113,,,false,false
104,1000079,1,1,5,115,,,false,false
105,1000080,1,1,5,115,,,false,false
106,1000081,1,6,8,168,,,false,false
107,1000082,1,6,8,168,,,false,false
108,1000083,1,6,8,168,,,false,false
109,1000084,1,6,1,161,,,false,false
110,1000087,1,5,1,151,,,false,false
111,1000088,1,5,0,150,,,false,false
112,1000089,1,5,0,150,,,false,false
113,1000090,1,5,1,151,,,false,false
114,1000091,1,5,1,151,,,false,false
115,1000092,1,6,4,164,,,false,false
116,1000093,1,5,1,151,,,false,false
117,1000094,1,5,1,151,,,false,false
118,1000095,1,5,1,151,,,false,false
119,1000096,1,5,1,151,,,false,false
120,1000097,1,2,3,123,,,false,false
121,1000098,1,5,8,158,BwW,,false,false
122,1000099,1,2,3,123,,,false,false
123,1000100,1,2,3,123,,,false,false
124,1000100,2,0,6,206,,,false,false
125,1000101,1,1,1,111,,,false,false
126,1000101,1,5,8,158,Hst,,false,false
127,1000102,1,1,1,111,,,false,false
128,1000103,2,0,5,205,,,false,false
129,1000103,3,0,5,305,,,false,false
130,1000104,1,5,8,158,Hst,,false,false
131,1000105,1,5,1,151,,,false,false
132,1000106,1,5,1,151,,,false,false
133,1000108,1,1,1,111,,,false,false
134,1000109,1,1,1,111,,,false,false
135,1000110,1,1,1,111,,,false,false
136,1000112,3,1,1,311,,,false,false
137,1000111,3,1,1,311,,,false,false
138,1000113,3,1,1,311,,,false,false
139,1000114,3,1,1,311,,,false,false
140,1000115,1,1,1,111,,,false,false
141,1000116,4,1,4,414,,,false,false
142,1000117,1,1,9,119,,,false,false
143,1000118,4,1,5,415,,,false,false
144,1000119,1,1,2,112,,,false,false
145,1000119,1,1,1,111,,,false,false
146,1000120,1,1,2,112,,,false,false
147,1000121,1,1,2,112,,,false,false
148,1000122,1,2,1,121,,,false,false
149,1000123,1,6,8,168,,,false,false
150,1000123,1,2,1,121,,,false,false
151,1000124,1,2,1,121,,,false,false
152,1000124,1,5,3,153,HK,,false,false
153,1000125,1,2,1,121,,,false,false
154,1000125,1,5,6,156,By,,false,false
155,1000126,1,2,1,121,,,false,true
156,1000127,1,2,1,121,,,false,true
157,1000128,1,2,1,121,,,false,true
158,1000129,1,2,1,121,,,false,true
159,1000130,1,2,1,121,,,false,true
160,1000131,3,1,1,311,,,false,false
161,1000132,3,1,1,311,,,false,false
162,1000133,1,1,3,113,,,false,false
163,1000134,1,1,3,113,,,false,true
164,1000135,1,1,3,113,,,false,true
165,1000136,1,1,2,112,,,false,false
166,1000137,1,6,8,168,,,false,false
167,1000138,2,1,0,210,,,false,false
168,1000138,1,6,1,161,,,false,false
169,1000139,1,1,6,116,,,false,false
170,1000140,1,6,1,161,,,false,false
171,1000141,1,1,6,116,,,false,false
172,1000142,1,5,8,158,Hst,,false,false
174,1000143,1,5,9,159,,,false,false
175,1000144,1,5,3,153,HD,,false,false
176,1000145,1,5,9,159,,,false,false
177,1000146,1,5,9,159,,,false,true
178,1000147,1,5,9,159,,,false,false
179,1000148,1,5,9,159,,,false,false
180,1000149,1,5,9,159,,,false,false
181,1000150,1,5,7,157,Sa,,false,false
182,1000151,1,5,2,152,,,false,false
183,1000152,1,5,2,152,Ac,,false,false
184,1000152,1,5,2,152,Lüt,,false,false
185,1000153,1,5,9,159,,,false,false
186,1000154,1,5,9,159,,,false,false
187,1000154,1,1,3,113,,,false,false
188,1000155,1,5,9,159,,,false,false
189,1000156,1,5,9,159,,,false,false
190,1000157,1,5,9,159,,,false,false
191,1000158,1,1,4,114,,,false,false
192,1000159,1,5,9,159,Sl,,false,false
193,1000160,1,5,9,159,Sl,,false,false
194,1000161,1,5,1,151,,,false,false
195,1000162,1,5,1,151,,,false,false
196,1000163,1,5,1,151,,,false,false
197,1000164,1,5,1,151,,,false,false
198,1000165,1,5,1,151,,,false,false
199,1000166,1,6,4,164,,,false,false
200,1000167,1,5,1,151,,,false,false
201,1000168,1,5,1,151,,,false,false
202,1000169,1,1,3,113,,,false,false
203,1000170,1,1,3,113,,,false,false
205,1000170,1,4,5,145,,,false,false
206,1000170,2,0,5,205,,,false,false
207,1000170,2,5,4,254,,,false,false
208,1000171,1,5,1,151,,,false,false
209,1000172,1,1,1,111,,,false,false
210,1000172,1,1,2,112,,,false,false
211,1000173,1,1,1,111,,,false,false
212,1000174,1,1,1,111,,,false,false
213,1000175,1,1,1,111,,,false,false
214,1000175,1,1,2,112,,,false,false
215,1000173,4,1,5,415,,,false,false
216,1000176,1,1,9,119,,,false,false
217,1000176,3,1,1,311,,,false,false
218,1000177,1,3,4,134,K,,false,false
219,1000178,1,3,0,130,,,false,false
220,1000179,1,3,5,135,,,false,false
221,1000180,1,3,1,131,,,false,false
222,1000181,1,3,1,131,,,false,false
223,1000182,1,2,1,121,,,false,false
224,1000183,1,2,1,121,,,false,true
225,1000184,3,1,1,311,,,false,false
226,1000185,3,1,1,311,,,false,false
227,1000186,3,1,1,311,,,false,false
228,1000187,1,1,3,113,,,false,true
229,1000188,1,1,3,113,,,false,false
230,1000188,1,3,2,132,,,false,false
231,1000189,1,1,3,113,,,false,true
232,1000190,4,1,5,415,,,false,false
233,1000191,1,7,4,174,,,false,false
234,1000192,1,2,1,121,,,false,true
235,1000191,7,1,0,710,,,false,false
236,1000193,3,2,2,322,,,false,false
237,1000193,1,1,2,112,,,false,false
238,1000194,1,1,3,113,,,false,false
239,1000195,1,1,3,113,,,false,false
240,1000195,1,1,5,115,,,false,false
241,1000195,1,2,1,121,,,false,false
242,1000195,3,1,0,310,,,false,false
243,1000196,1,1,3,113,,,false,false
244,1000196,1,1,5,115,,,false,false
245,1000196,1,1,4,114,,,false,false
246,1000197,1,1,5,115,,,false,true
247,1000198,1,1,5,115,,,false,false
248,1000198,1,2,1,121,,,false,false
249,1000199,1,1,1,111,,,false,false
250,1000199,1,1,4,114,,,false,false
251,1000199,1,5,2,152,Lüt,,false,false
252,1000200,1,6,8,168,,,false,true
253,1000201,1,5,8,158,BwL,,false,true
254,1000202,1,5,8,158,BwL,,false,false
255,1000203,1,5,8,158,Hb,,false,false
256,1000203,1,1,1,111,,,false,false
257,1000204,1,5,3,153,Fr,,false,false
258,1000205,1,5,1,151,,,false,false
259,1000206,1,5,1,151,,,false,false
260,1000207,1,5,1,151,,,false,false
261,1000208,1,5,1,151,,,false,false
262,1000209,1,5,1,151,,,false,false
263,1000210,1,5,1,151,,,false,false
264,1000211,1,5,1,151,,,false,false
265,1000212,1,5,1,151,,,false,false
266,1000213,1,0,0,100,,,false,false
267,1000214,0,0,0,0,,,false,false
268,1000215,1,2,3,123,,,false,false
269,1000216,1,2,3,123,,,false,false
270,1000217,1,2,3,123,,,false,false
271,1000213,1,5,8,158,Lüb,,false,false
272,1000213,1,5,3,153,HD,,false,false
273,1000218,1,5,8,158,Lüb,,false,false
274,1000219,1,5,2,152,Pf,Berg,false,false
275,1000220,1,5,3,153,Pf,,false,false
276,1000221,1,5,2,152,Pf,Jülich,false,false
277,1000222,1,5,7,157,Sa,,false,false
278,1000223,1,5,1,151,,,false,false
279,1000224,1,3,1,131,,,false,false
280,1000224,1,3,9,139,,,false,false
281,1000225,1,3,1,131,,,false,false
282,1000225,1,3,5,135,,,false,false
283,1000226,1,3,1,131,,,false,false
284,1000226,4,1,4,414,,,false,false
285,1000227,1,3,2,132,,,false,false
286,1000228,1,2,1,121,,,false,false
287,1000229,1,2,1,121,,,false,true
288,1000230,3,3,1,331,,,false,false
289,1000230,3,3,3,333,,,false,false
290,1000231,1,2,1,121,,,false,false
291,1000232,1,2,1,121,,,false,true
292,1000233,1,2,1,121,,,false,true
293,1000234,1,1,3,113,,,false,false
294,1000235,1,1,3,113,,,false,false
295,1000235,1,2,1,121,,,false,false
296,1000236,1,1,3,113,,,false,false
297,1000238,1,1,3,113,,,false,true
298,1000239,1,1,3,113,,,false,false
299,1000240,1,1,3,113,,,false,false
300,1000241,1,1,5,115,,,false,false
301,1000242,1,1,4,114,,,false,false
302,1000243,1,6,8,168,,,false,false
303,1000244,1,6,8,168,,,false,false
304,1000245,1,6,8,168,,,false,false
305,1000246,1,1,3,113,,,false,false
306,1000246,1,2,2,122,,,false,false
307,1000247,1,2,2,122,,,false,true
308,1000248,1,2,2,122,,,false,false
309,1000249,1,1,2,112,,,false,false
310,1000250,1,2,2,122,,,false,false
311,1000251,1,2,2,122,,,false,false
312,1000252,1,2,2,122,,,false,false
313,1000253,1,1,1,111,,,false,false
314,1000253,1,1,2,112,,,false,false
315,1000253,1,5,8,158,Mb,,false,false
316,1000254,1,2,2,122,,,false,false
317,1000255,1,5,3,153,Fr,,false,false
318,1000256,1,5,1,151,,,false,false
319,1000257,1,5,1,151,,,false,false
320,1000258,1,5,1,151,,,false,false
321,1000259,1,5,1,151,,,false,false
322,1000260,1,5,1,151,,,false,false
323,1000261,1,5,1,151,,,false,false
324,1000262,1,5,1,151,,,false,false
325,1000263,1,5,1,151,,,false,false
326,1000264,1,5,1,151,,,false,false
327,1000267,3,1,1,311,,,false,false
328,1000267,3,1,3,313,,,false,false
329,1000268,3,1,3,313,,,false,false
330,1000268,1,1,3,113,,,false,false
331,1000269,1,2,1,121,,,false,true
332,1000270,7,1,5,715,,"Madera, In.",false,false
333,1000270,7,1,5,715,,Azorische Inseln,false,false
334,1000270,7,1,0,710,,,false,false
335,1000270,7,1,2,712,,Kanarische Inseln,false,false
336,1000270,4,1,0,410,,,false,false
337,1000271,1,2,1,121,,,false,false
338,1000272,4,0,2,402,,Seuta,false,false
339,1000273,4,0,2,402,,Oran,false,false
340,1000274,1,4,5,145,,,false,false
341,1000275,1,4,5,145,,,false,false
342,1000276,1,4,5,145,,,false,false
343,1000276,2,1,4,214,,,false,false
344,1000277,1,4,5,145,,,false,false
345,1000277,1,6,9,169,,,false,false
346,1000278,1,3,8,138,,,false,false
347,1000279,1,2,1,121,,,false,false
348,1000280,1,2,1,121,,,false,true
349,1000281,1,2,1,121,,,false,false
350,1000282,3,1,1,311,,,false,false
351,1000283,3,1,1,311,,,false,false
352,1000284,3,1,1,311,,,false,false
353,1000285,1,1,1,111,,,false,false
354,1000285,1,2,1,121,,,false,false
355,1000286,7,1,0,710,,,false,false
356,1000287,3,1,1,311,,,false,false
357,1000288,3,1,1,311,,,false,false
358,1000289,1,1,3,113,,,false,false
359,1000290,1,1,3,113,,,false,false
360,1000291,1,2,1,121,,,false,false
361,1000291,1,1,3,113,,,false,false
362,1000292,1,1,3,113,,,false,false
363,1000292,2,1,4,214,,,false,false
364,1000290,1,1,6,116,,,false,false
365,1000293,1,1,3,113,,,false,false
366,1000294,1,1,3,113,,,false,true
367,1000295,1,6,1,161,,,false,false
368,1000296,1,6,1,161,,,false,false
369,1000297,1,5,8,158,Bm,,false,true
370,1000298,1,1,1,111,,,false,false
371,1000299,1,2,1,121,,,false,false
372,1000299,1,1,1,111,,,false,false
373,1000300,1,5,7,157,Sa,,false,false
374,1000301,1,5,2,152,KL,,false,false
375,1000302,1,1,1,111,,,false,false
376,1000302,1,1,2,112,,,false,false
377,1000303,1,1,1,111,,,false,false
378,1000303,1,5,2,152,KL,,false,false
379,1000304,1,1,1,111,,,false,false
380,1000305,1,5,9,159,,,false,false
381,1000298,1,5,9,159,,,false,false
382,1000306,1,5,9,159,,,false,false
383,1000307,1,5,9,159,,,false,false
384,1000308,1,5,9,159,,,false,false
385,1000309,1,6,4,164,,,false,false
386,1000310,1,5,1,151,,,false,false
387,1000311,1,5,1,151,,,false,false
388,1000312,1,5,1,151,,,false,false
389,1000313,1,5,1,151,,,false,false
390,1000314,1,5,1,151,,,false,false
391,1000315,1,2,1,121,,,false,true
392,1000316,1,1,6,116,,,false,false
393,1000317,1,5,9,159,,,false,false
394,1000318,1,5,9,159,,,false,false
395,1000319,1,5,9,159,,,false,false
396,1000320,1,5,9,159,,,false,false
397,1000321,1,5,9,159,,,false,false
398,1000322,1,5,9,159,,,false,false
399,1000323,1,5,9,159,,,false,false
400,1000324,1,5,1,151,,,false,false
401,1000325,1,5,1,151,,,false,false
402,1000326,1,5,1,151,,,false,false
403,1000327,1,5,1,151,,,false,false
404,1000328,4,1,5,415,,,false,false
405,1000329,4,1,5,415,,,false,false
406,1000328,1,1,2,112,,,false,false
407,1000328,4,1,0,410,,,false,false
408,1000328,7,1,2,712,,Kanarische In.,false,false
409,1000330,1,1,1,111,,,false,false
410,1000330,1,1,2,112,,,false,false
411,1000331,1,4,5,145,,,false,false
412,1000332,1,4,5,145,,,false,false
413,1000333,1,3,4,134,K,,false,false
414,1000334,1,3,1,131,,,false,false
415,1000335,1,1,1,111,,,false,false
416,1000335,1,2,1,121,,,false,false
417,1000335,1,3,4,134,,,false,false
418,1000336,1,1,1,111,,,false,false
419,1000336,3,0,5,305,,,false,false
420,1000337,1,1,1,111,,,false,false
421,1000338,1,3,5,135,,,false,false
422,1000339,1,3,5,135,,,false,false
423,1000340,1,2,1,121,,,false,false
424,1000340,1,1,1,111,,,false,false
425,1000341,7,1,0,710,,,false,false
426,1000342,1,2,1,121,,,false,true
427,1000343,3,3,1,331,,,false,false
428,1000343,3,3,3,333,,,false,false
429,1000344,1,1,3,113,,,false,false
430,1000344,4,1,5,415,,,false,false
431,1000344,1,1,6,116,,,false,false
432,1000345,1,1,3,113,,,false,false
433,1000346,1,1,3,113,,,false,false
434,1000346,1,1,5,115,,,false,false
435,1000347,1,2,2,122,,,false,false
436,1000348,1,6,4,164,,,false,false
437,1000349,1,5,1,151,,,false,false
438,1000350,1,5,1,151,,,false,false
439,1000351,1,5,1,151,,,false,false
440,1000352,1,5,1,151,,,false,false
441,1000353,1,5,1,151,,,false,false
442,1000354,1,5,1,151,,,false,false
443,1000355,1,5,1,151,,,false,false
444,1000356,1,5,1,151,,,false,false
445,1000357,1,5,1,151,,,false,false
446,1000358,3,1,1,311,,,false,false
447,1000358,1,2,1,121,,,false,false
448,1000358,1,2,3,123,N,,false,false
449,1000359,1,2,1,121,,,false,true
450,1000360,1,2,3,123,,,false,false
452,1000362,1,5,2,152,TR,,false,false
453,1000363,1,5,1,151,,,false,false
454,1000364,1,1,2,112,,,false,false
455,1000365,1,1,2,112,,,false,false
456,1000365,3,2,2,322,,,false,false
457,1000365,3,3,2,332,,,false,false
458,1000366,1,3,4,134,K,,false,false
459,1000367,1,1,3,113,,,false,false
460,1000367,1,3,9,139,,,false,false
461,1000367,4,1,4,414,,,false,false
462,1000367,1,2,1,121,,,false,false
463,1000367,1,1,1,111,,,false,false
464,1000368,4,1,0,410,,,false,false
465,1000368,4,1,4,414,,,false,false
466,1000369,1,6,8,168,,,false,false
467,1000370,1,2,1,121,,,false,true
468,1000370,1,1,3,113,,,false,true
469,1000371,1,2,1,121,,,false,true
470,1000371,1,1,3,113,,,false,true
471,1000372,1,2,1,121,,,false,true
472,1000373,1,1,3,113,,,false,false
473,1000373,1,1,5,115,,,false,false
474,1000374,1,1,3,113,,,false,true
475,1000375,1,1,4,114,,,false,false
476,1000376,1,1,4,114,,,false,false
477,1000377,1,6,8,168,,,false,false
478,1000378,1,6,8,168,,,false,false
479,1000379,1,6,8,168,,,false,false
480,1000380,1,6,8,168,,,false,false
481,1000381,1,5,7,157,SM,,false,false
482,1000381,1,1,1,111,,,false,false
483,1000382,1,5,7,157,Sa,,false,false
484,1000383,1,5,7,157,Sa,,false,false
485,1000384,1,5,7,157,Sa,,false,false
486,1000384,1,5,9,159,,,false,false
487,1000385,1,5,7,157,Sa,,false,false
488,1000386,1,5,7,157,Sa,,false,false
489,1000387,1,5,7,157,Sa,,false,false
490,1000387,1,6,1,161,,,false,false
491,1000388,1,5,1,151,,,false,false
492,1000389,1,5,1,151,,,false,false
493,1000390,1,5,1,151,,,false,false
494,1000391,1,5,1,151,,,false,false
495,1000392,1,5,1,151,,,false,false
496,1000393,1,5,1,151,,,false,false
497,1000394,1,5,1,151,,,false,false
498,1000395,1,5,1,151,,,false,false
499,1000396,1,1,1,111,,,false,false
500,1000397,1,1,1,111,,,false,false
501,1000398,1,1,1,111,,,false,false
502,1000398,4,1,0,410,,,false,false
503,1000398,4,1,5,415,,,false,false
504,1000399,1,1,1,111,,,false,false
505,1000399,1,1,2,112,,,false,false
506,1000400,1,1,1,111,,,false,false
507,1000400,1,2,1,121,,,false,false
508,1000401,1,3,1,131,,,false,false
509,1000401,1,4,5,145,,,false,false
510,1000402,1,3,1,131,,,false,false
511,1000402,1,1,3,113,,,false,false
512,1000403,1,3,1,131,,,false,false
513,1000404,1,3,1,131,,,false,false
514,1000405,1,4,5,145,,,false,false
515,1000406,1,4,5,145,,,false,true
516,1000407,1,3,1,131,,,false,false
517,1000407,1,4,5,145,,,false,false
518,1000408,1,4,5,145,,,false,false
519,1000408,1,1,3,113,,,false,false
520,1000409,1,4,5,145,,,false,false
521,1000409,1,1,2,112,,,false,false
522,1000410,1,4,5,145,,,false,false
523,1000410,1,3,6,136,,,false,false
524,1000411,1,4,5,145,,,false,false
525,1000411,1,5,7,157,Sa,,false,false
526,1000412,1,4,5,145,,,false,false
527,1000413,1,2,1,121,,,false,true
528,1000406,1,1,3,113,,,false,true
529,1000414,1,1,3,113,,,false,true
530,1000415,1,1,3,113,,,false,false
531,1000416,1,1,3,113,,,false,true
532,1000417,1,1,3,113,,,false,false
533,1000418,1,1,3,113,,,false,true
534,1000419,1,2,1,121,,,false,false
535,1000419,1,1,3,113,,,false,false
536,1000420,1,1,3,113,,,false,false
537,1000421,1,1,5,115,,,false,false
538,1000086,1,5,9,159,P,,false,false
539,1000422,1,1,5,115,,,false,false
540,1000422,1,1,2,112,,,false,false
541,1000423,1,1,3,113,,,false,false
542,1000423,4,1,4,414,,,false,false
543,1000424,1,6,1,161,,,false,false
544,1000425,1,6,1,161,D,,false,false
545,1000426,1,6,1,161,,,false,false
546,1000427,1,2,1,121,,,false,false
547,1000428,1,1,3,113,,,false,false
548,1000428,1,5,9,159,,,false,false
549,1000429,1,5,9,159,,,false,false
550,1000430,1,5,9,159,,,false,false
551,1000431,1,5,9,159,,,false,false
552,1000432,1,5,2,152,Tr,,false,false
553,1000433,1,5,2,152,MZ,,false,false
554,1000434,1,5,1,151,,,false,false
555,1000435,1,5,1,151,,,false,false
556,1000436,1,5,1,151,,,false,false
557,1000437,1,3,0,130,,,false,false
558,1000438,1,5,1,151,,,false,false
559,1000439,1,5,1,151,,,false,false
560,1000440,1,1,3,113,,,false,true
561,1000441,1,1,3,113,,,false,false
562,1000442,1,1,1,111,,,false,false
563,1000443,1,1,3,113,,,false,false
564,1000443,1,2,1,121,,,false,false
565,1000443,1,1,5,115,,,false,false
566,1000444,1,5,8,158,Bm,,false,true
567,1000445,1,4,5,145,,,false,false
568,1000446,1,5,7,157,Sa,,false,false
569,1000447,1,5,3,153,HK,,false,false
570,1000448,1,5,3,153,HK,,false,false
571,1000449,1,5,3,153,HK,,false,false
572,1000449,1,5,7,157,Sa,,false,false
573,1000448,1,1,5,115,,,false,false
574,1000450,1,1,2,112,,,false,false
575,1000450,3,1,2,312,,,false,false
576,1000451,1,1,2,112,,,false,false
577,1000451,1,1,1,111,,,false,false
578,1000452,3,2,5,325,,,false,false
579,1000453,1,2,1,121,S,,false,false
580,1000454,1,2,1,121,,,false,false
581,1000455,1,1,9,119,,,false,true
582,1000455,3,3,1,331,,,false,false
583,1000456,1,2,1,121,,,false,true
584,1000457,1,2,1,121,,,false,true
585,1000458,1,2,1,121,,,false,false
586,1000458,1,5,9,159,,,false,false
587,1000455,3,1,1,311,,,false,false
588,1000456,1,1,3,113,,,false,true
589,1000459,1,2,1,121,,,false,false
590,1000459,1,1,3,113,,,false,false
591,1000460,1,1,3,113,,,false,true
592,1000461,1,1,3,113,,,false,false
593,1000461,1,5,7,157,Sa,,false,false
594,1000462,1,1,3,113,,,false,false
595,1000463,1,1,3,113,,,false,false
596,1000464,1,1,3,113,,,false,true
597,1000465,1,1,3,113,,,false,false
598,1000465,1,2,1,121,,,false,false
599,1000466,1,1,1,111,,,false,false
600,1000466,1,5,0,150,,,false,false
601,1000466,1,2,3,123,I,,false,false
602,1000467,1,1,5,115,,,false,false
603,1000467,1,2,1,121,,,false,false
604,1000468,1,2,1,121,,,false,false
605,1000468,1,1,3,113,,,false,false
606,1000469,1,1,5,115,,,false,false
607,1000470,1,1,3,113,,,false,false
608,1000470,1,2,1,121,,,false,false
609,1000470,1,1,5,115,,,false,false
610,1000470,3,0,0,300,,,false,false
611,1000470,1,7,0,170,,,false,false
612,1000471,1,1,5,115,,,false,false
613,1000472,1,6,8,168,,,false,true
614,1000473,1,6,1,161,,,false,false
615,1000474,1,6,1,161,,,false,false
616,1000475,1,1,3,113,,,false,false
617,1000475,1,5,4,154,Wü,,false,false
618,1000476,1,5,4,154,Wü,,false,false
619,1000477,1,5,2,152,Mz,,false,false
620,1000478,1,5,1,151,,,false,false
621,1000479,1,5,1,151,,,false,false
622,1000480,1,5,1,151,,,false,false
623,1000481,1,5,1,151,,,false,false
624,1000482,1,5,1,151,,,false,false
625,1000483,1,1,3,113,,,false,true
626,1000484,1,2,1,121,,,false,true
627,1000484,1,1,3,113,,,false,true
628,1000483,1,1,5,115,,,false,true
629,1000485,1,1,5,115,,,false,false
630,1000486,1,2,2,122,,,false,false
631,1000487,1,2,3,123,,,false,false
632,1000487,1,2,3,123,N,,false,false
633,1000487,1,1,5,115,,,false,false
634,1000488,1,1,6,116,,,false,false
635,1000488,1,1,3,113,,,false,false
636,1000489,1,5,9,159,,,false,false
637,1000490,1,5,9,159,,,false,false
638,1000491,1,5,9,159,,,false,false
639,1000492,1,2,1,121,,,false,false
640,1000493,1,2,1,121,,,false,false
641,1000494,1,2,1,121,,,false,true
642,1000494,1,1,9,119,,,false,true
643,1000494,1,1,9,119,M,,false,true
644,1000494,3,3,1,331,,,false,false
645,1000495,1,2,1,121,,,false,false
646,1000495,3,3,1,331,,,false,false
647,1000495,2,0,1,201,,,false,false
648,1000496,1,2,1,121,S,,false,false
649,1000497,1,2,1,121,S,,false,false
650,1000498,1,2,1,121,,,false,false
651,1000498,2,1,0,210,,,false,false
652,1000499,3,1,1,311,,,false,false
653,1000500,3,1,1,311,,,false,false
654,1000501,3,1,1,311,,,false,false
655,1000501,3,1,3,313,,,false,false
656,1000502,1,2,1,121,,,false,false
657,1000503,1,2,1,121,,,false,true
658,1000504,1,2,1,121,,,false,false
659,1000504,1,5,9,159,,,false,false
660,1000502,1,1,5,115,,,false,false
661,1000505,1,1,5,115,,,false,false
662,1000505,1,1,3,113,,,false,false
663,1000506,1,2,2,122,,,false,false
664,1000507,1,2,2,122,,,false,false
665,1000507,1,2,2,122,F,,false,false
666,1000508,1,2,3,123,,,false,false
667,1000509,1,2,3,123,,,false,false
668,1000509,2,5,2,252,,,false,false
669,1000509,2,0,6,206,,,false,false
670,1000510,1,2,3,123,,,false,false
671,1000510,2,0,6,206,,,false,false
672,1000511,1,6,1,161,,,false,false
673,1000512,1,5,9,159,,,false,false
674,1000512,1,6,3,163,,,false,false
675,1000513,1,5,9,159,,,false,false
676,1000514,1,5,9,159,,,false,false
677,1000515,1,5,9,159,,,false,false
678,1000516,1,5,9,159,,,false,false
679,1000517,1,5,9,159,,,false,true
680,1000518,1,5,9,159,,,false,false
681,1000519,1,5,9,159,,,false,false
682,1000520,1,5,9,159,,,false,false
683,1000521,1,1,3,113,,,false,false
684,1000521,1,5,9,159,,,false,false
685,1000522,1,5,7,157,Sa,,false,false
686,1000523,1,5,9,159,,,false,false
687,1000524,1,5,7,157,Sa,,false,false
688,1000525,1,5,1,151,,,false,false
689,1000526,1,5,1,151,,,false,false
690,1000527,1,5,1,151,,,false,false
691,1000528,1,5,1,151,,,false,false
